#{"t_start": 1748828872.875678, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.007227
-200.0,200,0.012862
-200.0,200,0.018607
-200.0,200,0.024134
-200.0,200,0.029658
-200.0,200,0.101085
-200.0,200,0.171671
-200.0,200,0.242796
-200.0,200,0.312784
-200.0,200,0.38306
-200.0,200,0.453895
-200.0,200,0.526557
-200.0,200,0.597204
-200.0,200,0.668192
-200.0,200,0.738626
-200.0,200,0.809278
-200.0,200,0.880224
-200.0,200,0.951634
-200.0,200,1.022152
-200.0,200,1.092923
-200.0,200,1.163905
-200.0,200,1.234663
-200.0,200,1.305418
-200.0,200,1.376343
-200.0,200,1.447141
-200.0,200,1.518328
-200.0,200,1.589774
-200.0,200,1.661649
-200.0,200,1.733244
-200.0,200,1.804894
-200.0,200,1.876733
-200.0,200,1.948433
-200.0,200,2.019791
-200.0,200,2.091545
-200.0,200,2.163151
-200.0,200,2.235117
-200.0,200,2.323048
-200.0,200,2.431272
-200.0,200,2.503698
-200.0,200,2.575765
-200.0,200,2.648457
-200.0,200,2.720717
-200.0,200,2.793222
-200.0,200,2.865561
-200.0,200,2.937706
-200.0,200,3.009854
-200.0,200,3.081764
-200.0,200,3.154177
-200.0,200,3.22641
-200.0,200,3.298729
-200.0,200,3.37138
-200.0,200,3.443815
-200.0,200,3.516357
-200.0,200,3.588445
-200.0,200,3.661044
-200.0,200,3.734013
-200.0,200,3.806593
-200.0,200,3.879519
-200.0,200,3.952138
-200.0,200,4.025017
-200.0,200,4.098693
-200.0,200,4.171897
-200.0,200,4.245123
-200.0,200,4.317973
-200.0,200,4.390689
-200.0,200,4.465338
-200.0,200,4.570453
-200.0,200,4.681939
-200.0,200,4.760893
-200.0,200,4.860046
-200.0,200,4.953776
-200.0,200,5.028517
-200.0,200,5.10309
-200.0,200,5.177034
-200.0,200,5.250685
-200.0,200,5.324129
-200.0,200,5.397255
-200.0,200,5.470999
-200.0,200,5.544182
-200.0,200,5.617632
-200.0,200,5.763645
-200.0,200,5.934484
-200.0,200,6.041686
-200.0,200,6.201534
-200.0,200,6.349348
-200.0,200,6.433909
-200.0,200,6.51946
-200.0,200,6.608447
-200.0,200,6.718426
-200.0,200,6.796504
-200.0,200,6.871985
-200.0,200,6.946135
-200.0,200,7.021046
-200.0,200,7.096912
-200.0,200,7.173382
-200.0,200,7.248938
-200.0,200,7.324009
-200.0,200,7.416626
-200.0,200,7.491616
-200.0,200,7.566952
-200.0,200,7.642377
-200.0,200,7.717274
-200.0,200,7.792116
-200.0,200,7.868007
-200.0,200,7.943275
-200.0,200,8.018819
-200.0,200,8.093548
-200.0,200,8.168894
-200.0,200,8.244695
-200.0,200,8.319971
-200.0,200,8.395626
-200.0,200,8.470583
-200.0,200,8.683785
-200.0,200,8.764509
-200.0,200,8.842767
-200.0,200,8.919251
-200.0,200,8.994384
-200.0,200,9.070188
-200.0,200,9.146075
-200.0,200,9.221757
-200.0,200,9.297004
-200.0,200,9.372724
-200.0,200,9.448318
-200.0,200,9.524015
-200.0,200,9.599556
-200.0,200,9.675546
-200.0,200,9.751279
-200.0,200,9.826972
-200.0,200,9.902784
-200.0,200,9.97871
-200.0,200,10.054607
-200.0,200,10.132151
-200.0,200,10.215029
-200.0,200,10.291651
-200.0,200,10.36776
-200.0,200,10.443852
-200.0,200,10.521018
-200.0,200,10.603114
-200.0,200,10.690522
-200.0,200,10.76919
-200.0,200,10.848403
-200.0,200,10.979202
-200.0,200,11.187458
-200.0,200,11.293481
-200.0,200,11.383766
-200.0,200,11.471391
-200.0,200,11.578058
-200.0,200,11.664397
-200.0,200,11.744678
-200.0,200,11.823716
-200.0,200,11.901137
-200.0,200,11.980386
-200.0,200,12.063921
-200.0,200,12.143101
-200.0,200,12.221369
