#{"t_start": 1748826998.01063, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.007735
-200.0,200,0.013161
-200.0,200,0.018911
-200.0,200,0.024272
-200.0,200,0.029651
-200.0,200,0.1025
-200.0,200,0.173162
-200.0,200,0.24406
-200.0,200,0.314658
-200.0,200,0.384771
-200.0,200,0.45546
-200.0,200,0.52538
-200.0,200,0.595674
-200.0,200,0.666017
-200.0,200,0.73721
-200.0,200,0.808009
-200.0,200,0.881002
-200.0,200,0.952822
-200.0,200,1.024269
-200.0,200,1.095154
-200.0,200,1.165465
-200.0,200,1.236512
-200.0,200,1.30753
-200.0,200,1.378275
-200.0,200,1.449075
-200.0,200,1.519917
-200.0,200,1.590501
-200.0,200,1.661915
-200.0,200,1.732979
-200.0,200,1.804338
-200.0,200,1.887695
-200.0,200,1.96045
-200.0,200,2.032737
-200.0,200,2.104083
-200.0,200,2.175684
-200.0,200,2.247263
-200.0,200,2.318851
-200.0,200,2.391044
-200.0,200,2.462839
-200.0,200,2.537198
-200.0,200,2.612164
-200.0,200,2.685029
-200.0,200,2.757648
-200.0,200,2.831411
-200.0,200,2.904188
-200.0,200,2.979044
-200.0,200,3.053708
-200.0,200,3.127836
-200.0,200,3.201646
-200.0,200,3.275795
-200.0,200,3.349499
-200.0,200,3.423556
-200.0,200,3.497771
-200.0,200,3.571093
-200.0,200,3.645302
-200.0,200,3.719338
-200.0,200,3.794963
-200.0,200,3.86987
-200.0,200,3.966664
-200.0,200,4.041596
-200.0,200,4.11924
-200.0,200,4.192626
-200.0,200,4.266621
-200.0,200,4.362489
-200.0,200,4.436668
-200.0,200,4.51042
-200.0,200,4.583884
-200.0,200,4.673355
-200.0,200,4.757171
-200.0,200,4.831144
-200.0,200,4.917064
-200.0,200,5.001087
-200.0,200,5.076263
-200.0,200,5.152897
-200.0,200,5.227311
-200.0,200,5.300724
-200.0,200,5.374377
-200.0,200,5.44798
-200.0,200,5.521322
-200.0,200,5.594307
-200.0,200,5.66802
-200.0,200,5.741703
-200.0,200,5.815656
-200.0,200,5.888889
-200.0,200,5.962372
-200.0,200,6.036606
-200.0,200,6.109886
-200.0,200,6.183699
-200.0,200,6.258808
-200.0,200,6.333119
-200.0,200,6.407102
-200.0,200,6.481512
-200.0,200,6.555659
-200.0,200,6.629834
-200.0,200,6.703963
-200.0,200,6.778488
-200.0,200,6.852601
-200.0,200,6.92745
-200.0,200,7.001533
-200.0,200,7.076017
-200.0,200,7.151041
-200.0,200,7.226062
-200.0,200,7.301223
-200.0,200,7.375968
-200.0,200,7.451094
-200.0,200,7.5258
-200.0,200,7.601591
-200.0,200,7.676545
-200.0,200,7.751144
-200.0,200,7.825665
-200.0,200,7.900818
-200.0,200,7.980169
-200.0,200,8.136921
-200.0,200,8.241535
-200.0,200,8.329155
-200.0,200,8.413213
-200.0,200,8.500157
-200.0,200,8.638702
-200.0,200,8.7205
-200.0,200,8.797524
-200.0,200,8.873472
-200.0,200,8.949282
-200.0,200,9.025295
-200.0,200,9.101124
-200.0,200,9.176464
-200.0,200,9.251869
-200.0,200,9.32779
-200.0,200,9.406027
-200.0,200,9.483017
-200.0,200,9.558824
-200.0,200,9.644563
-200.0,200,9.770228
-200.0,200,9.884725
-200.0,200,9.981159
-200.0,200,10.101529
-200.0,200,10.227817
-200.0,200,10.310308
-200.0,200,10.393841
-200.0,200,10.480848
-200.0,200,10.564644
-200.0,200,10.648484
-200.0,200,10.731987
-200.0,200,10.815316
-200.0,200,10.895263
-200.0,200,10.975648
-200.0,200,11.058625
-200.0,200,11.141815
-200.0,200,11.224874
-200.0,200,11.304691
-200.0,200,11.382477
-200.0,200,11.460049
-200.0,200,11.53977
-200.0,200,11.622927
-200.0,200,11.706636
-200.0,200,11.787094
-200.0,200,11.893869
-200.0,200,12.015045
-200.0,200,12.172179
-200.0,200,12.266433
-200.0,200,12.364757
-200.0,200,12.478844
-200.0,200,12.604977
-200.0,200,12.685599
-200.0,200,12.765826
-200.0,200,12.849536
-200.0,200,12.932516
-200.0,200,13.015768
-200.0,200,13.097699
-200.0,200,13.17503
-200.0,200,13.252505
-200.0,200,13.336653
-200.0,200,13.420294
-200.0,200,13.504407
-200.0,200,13.587148
-200.0,200,13.670554
-200.0,200,13.753714
-200.0,200,13.835368
-200.0,200,13.91825
-200.0,200,14.001368
-200.0,200,14.084689
-200.0,200,14.167884
-200.0,200,14.258726
-200.0,200,14.359417
-200.0,200,14.44242
-200.0,200,14.525486
-200.0,200,14.607355
-200.0,200,14.689263
-200.0,200,14.77156
-200.0,200,14.855019
-200.0,200,14.937777
-200.0,200,15.021031
-200.0,200,15.103417
-200.0,200,15.18638
-200.0,200,15.269567
-200.0,200,15.350676
-200.0,200,15.433704
-200.0,200,15.516244
-200.0,200,15.594196
-200.0,200,15.671213
-200.0,200,15.748137
-200.0,200,15.825624
-200.0,200,15.907973
-200.0,200,15.990243
-200.0,200,16.069963
-200.0,200,16.147897
-200.0,200,16.225874
-200.0,200,16.303421
-200.0,200,16.381031
-200.0,200,16.458506
-200.0,200,16.535697
-200.0,200,16.613205
-200.0,200,16.690253
-200.0,200,16.767095
-200.0,200,16.847544
-200.0,200,16.925114
-200.0,200,17.002617
-200.0,200,17.079495
-200.0,200,17.156826
-200.0,200,17.234783
-200.0,200,17.3135
-200.0,200,17.390867
-200.0,200,17.467389
-200.0,200,17.544091
-200.0,200,17.620726
-200.0,200,17.697378
-200.0,200,17.774095
-200.0,200,17.896021
-200.0,200,17.987003
-200.0,200,18.098873
-200.0,200,18.188392
-200.0,200,18.273374
-200.0,200,18.364161
-200.0,200,18.472934
-200.0,200,18.551975
-200.0,200,18.631205
-200.0,200,18.708951
-200.0,200,18.78609
-200.0,200,18.893973
-200.0,200,18.974414
-200.0,200,19.05251
-200.0,200,19.129883
-191.0,191,19.203187
-200.0,200,19.280411
-200.0,200,19.363256
-200.0,200,19.441141
-200.0,200,19.518515
-200.0,200,19.595662
-200.0,200,19.675358
-193.0,193,19.778995
-200.0,200,19.857433
-200.0,200,19.935109
-200.0,200,20.012718
-200.0,200,20.090254
-200.0,200,20.167489
-197.0,197,20.243603
-200.0,200,20.321181
-200.0,200,20.398202
-200.0,200,20.475929
-200.0,200,20.552951
-200.0,200,20.629992
-200.0,200,20.707081
-200.0,200,20.783987
-200.0,200,20.863738
-198.0,198,20.940505
-200.0,200,21.017489
-200.0,200,21.100142
-200.0,200,21.184654
-200.0,200,21.267953
-200.0,200,21.350751
-200.0,200,21.434016
-200.0,200,21.516111
-200.0,200,21.598687
-200.0,200,21.681912
-200.0,200,21.764989
-200.0,200,21.848781
-200.0,200,21.932273
-200.0,200,22.014966
-200.0,200,22.096556
-200.0,200,22.178116
-200.0,200,22.261464
-200.0,200,22.344896
-200.0,200,22.427797
-200.0,200,22.510864
-200.0,200,22.593622
-200.0,200,22.676608
-200.0,200,22.759272
-200.0,200,22.839041
-200.0,200,22.916995
-200.0,200,23.028602
-200.0,200,23.108431
-200.0,200,23.18838
-200.0,200,23.266423
-200.0,200,23.387549
-200.0,200,23.47607
-200.0,200,23.560749
-200.0,200,23.639381
-200.0,200,23.716745
-200.0,200,23.793798
-200.0,200,23.870749
-200.0,200,23.947667
-200.0,200,24.024771
-200.0,200,24.101755
-200.0,200,24.178596
-200.0,200,24.255675
-200.0,200,24.332661
-200.0,200,24.409711
-200.0,200,24.486785
-200.0,200,24.564216
-200.0,200,24.641241
-200.0,200,24.718362
-200.0,200,24.795683
-200.0,200,24.872771
-200.0,200,24.955586
-200.0,200,25.034662
-200.0,200,25.112862
-200.0,200,25.190055
-200.0,200,25.267137
-200.0,200,25.34594
-200.0,200,25.423149
-200.0,200,25.500437
-200.0,200,25.577633
-200.0,200,25.654504
-200.0,200,25.731657
-200.0,200,25.808519
-200.0,200,25.885373
-200.0,200,25.962631
-200.0,200,26.039647
-200.0,200,26.117043
-200.0,200,26.194052
-200.0,200,26.271117
-200.0,200,26.359658
-200.0,200,26.437514
-200.0,200,26.51615
-200.0,200,26.593642
-200.0,200,26.670808
