#{"t_start": 1748828168.531884, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.009342
-200.0,200,0.015012
-200.0,200,0.020897
-200.0,200,0.026589
-200.0,200,0.032207
-200.0,200,0.104753
-200.0,200,0.174776
-200.0,200,0.245459
-200.0,200,0.316166
-200.0,200,0.386875
-200.0,200,0.457313
-200.0,200,0.528164
-200.0,200,0.599788
-200.0,200,0.670129
-200.0,200,0.740452
-200.0,200,0.811769
-200.0,200,0.88267
-200.0,200,0.953757
-200.0,200,1.024004
-200.0,200,1.09485
-200.0,200,1.165504
-200.0,200,1.236261
-200.0,200,1.307994
-200.0,200,1.379418
-200.0,200,1.450869
-200.0,200,1.522423
-200.0,200,1.593365
-200.0,200,1.664574
-200.0,200,1.735905
-200.0,200,1.808399
-200.0,200,1.880028
-200.0,200,1.951617
-200.0,200,2.02307
-200.0,200,2.095193
-200.0,200,2.166865
-200.0,200,2.238167
-200.0,200,2.310127
-200.0,200,2.382414
-200.0,200,2.454475
-200.0,200,2.526416
-200.0,200,2.598409
-200.0,200,2.669897
-200.0,200,2.745472
-200.0,200,2.82815
-200.0,200,2.90156
-200.0,200,2.977878
-200.0,200,3.050967
-200.0,200,3.123249
-200.0,200,3.196123
-200.0,200,3.267964
-200.0,200,3.340272
-200.0,200,3.412847
-200.0,200,3.485472
-200.0,200,3.558244
-200.0,200,3.630718
-200.0,200,3.703612
-200.0,200,3.776302
-200.0,200,3.848884
-200.0,200,3.922614
-200.0,200,3.995787
-200.0,200,4.068313
-200.0,200,4.141074
-200.0,200,4.21399
-200.0,200,4.286591
-200.0,200,4.359234
-200.0,200,4.432232
-200.0,200,4.505041
-200.0,200,4.580871
-200.0,200,4.654923
-200.0,200,4.728382
-200.0,200,4.802084
-200.0,200,4.875423
-200.0,200,4.948827
-200.0,200,5.023043
-200.0,200,5.10055
-200.0,200,5.178144
-200.0,200,5.252912
-200.0,200,5.328017
-200.0,200,5.401808
-200.0,200,5.476107
-200.0,200,5.551123
-200.0,200,5.625045
-200.0,200,5.698953
-200.0,200,5.772537
-200.0,200,5.845849
-200.0,200,5.919663
-200.0,200,5.993938
-200.0,200,6.069264
-200.0,200,6.143465
-200.0,200,6.217245
-200.0,200,6.292792
-200.0,200,6.375421
-200.0,200,6.476402
-200.0,200,6.577804
-200.0,200,6.661484
-200.0,200,6.741017
-200.0,200,6.820951
-200.0,200,6.92401
-200.0,200,7.004278
-200.0,200,7.080232
-200.0,200,7.16056
-200.0,200,7.238285
-200.0,200,7.318119
-200.0,200,7.394974
-200.0,200,7.472047
-200.0,200,7.547825
-200.0,200,7.622988
-200.0,200,7.698379
-200.0,200,7.773441
-200.0,200,7.848429
-200.0,200,7.924138
-200.0,200,7.99913
-200.0,200,8.074345
-200.0,200,8.149199
-200.0,200,8.226634
-200.0,200,8.302735
-200.0,200,8.378077
-200.0,200,8.453777
-200.0,200,8.52929
-200.0,200,8.604566
-200.0,200,8.679934
-200.0,200,8.755232
-200.0,200,8.831003
-200.0,200,8.906655
-200.0,200,8.982771
-200.0,200,9.059578
-200.0,200,9.13559
-200.0,200,9.211899
-200.0,200,9.288006
-200.0,200,9.364047
-200.0,200,9.440272
-200.0,200,9.51639
-200.0,200,9.592823
-200.0,200,9.672327
-200.0,200,9.751348
-200.0,200,9.829827
-200.0,200,9.906784
-200.0,200,9.983412
-200.0,200,10.059556
-200.0,200,10.138461
-200.0,200,10.216697
-200.0,200,10.293709
-200.0,200,10.430581
-200.0,200,10.508166
-200.0,200,10.584954
-200.0,200,10.663353
-200.0,200,10.744953
-200.0,200,10.826361
-200.0,200,10.908098
-200.0,200,10.98557
-200.0,200,11.062545
-200.0,200,11.143376
-200.0,200,11.225042
-200.0,200,11.307419
-200.0,200,11.385466
-200.0,200,11.466999
-200.0,200,11.629666
-200.0,200,11.794809
-200.0,200,11.884209
-200.0,200,11.968144
-200.0,200,12.061381
-200.0,200,12.163503
-200.0,200,12.24122
-200.0,200,12.320695
-200.0,200,12.400949
-200.0,200,12.483255
-200.0,200,12.564471
-200.0,200,12.643195
-200.0,200,12.721358
-200.0,200,12.798338
-200.0,200,12.875369
-200.0,200,12.952182
-200.0,200,13.028973
-200.0,200,13.105793
-200.0,200,13.182529
-200.0,200,13.259586
-200.0,200,13.337366
-200.0,200,13.415396
-200.0,200,13.492526
-200.0,200,13.56966
-200.0,200,13.646908
-200.0,200,13.724147
-200.0,200,13.801551
-200.0,200,13.878274
-200.0,200,13.95546
-200.0,200,14.032285
-200.0,200,14.109
