#{"t_start": 1748826529.8795142, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.008198
-200.0,200,0.013685
-200.0,200,0.019497
-200.0,200,0.025094
-200.0,200,0.030673
-200.0,200,0.101854
-200.0,200,0.171851
-200.0,200,0.242379
-200.0,200,0.375751
-200.0,200,0.448795
-200.0,200,0.532289
-200.0,200,0.616332
-200.0,200,0.69758
-200.0,200,0.772346
-200.0,200,0.844652
-200.0,200,0.915947
-200.0,200,0.986602
-200.0,200,1.05733
-200.0,200,1.127605
-200.0,200,1.199027
-200.0,200,1.270177
-200.0,200,1.341187
-200.0,200,1.412694
-200.0,200,1.484214
-200.0,200,1.556217
-200.0,200,1.627542
-200.0,200,1.699069
-200.0,200,1.769997
-200.0,200,1.841192
-200.0,200,1.912412
-200.0,200,1.983231
-200.0,200,2.05504
-200.0,200,2.126498
-200.0,200,2.197601
-200.0,200,2.26806
-200.0,200,2.339521
-200.0,200,2.410661
-200.0,200,2.481554
-200.0,200,2.552733
-200.0,200,2.623983
-200.0,200,2.695427
-200.0,200,2.766876
-200.0,200,2.838516
-200.0,200,2.909686
-200.0,200,2.981378
-200.0,200,3.053238
-200.0,200,3.124815
-200.0,200,3.196568
-200.0,200,3.267947
-200.0,200,3.33968
-200.0,200,3.41177
-200.0,200,3.483618
-200.0,200,3.555957
-200.0,200,3.627106
-200.0,200,3.698973
-200.0,200,3.771295
-200.0,200,3.843401
-200.0,200,3.915787
-200.0,200,3.987688
-200.0,200,4.059671
-200.0,200,4.132013
-200.0,200,4.205087
-200.0,200,4.2779
-200.0,200,4.350227
-200.0,200,4.42255
-200.0,200,4.495383
-200.0,200,4.568335
-200.0,200,4.641706
-200.0,200,4.733524
-200.0,200,4.809718
-200.0,200,4.891309
-200.0,200,4.965247
-200.0,200,5.040071
-200.0,200,5.114069
-200.0,200,5.187134
-200.0,200,5.260741
-200.0,200,5.334021
-200.0,200,5.410615
-200.0,200,5.495223
-200.0,200,5.597297
-200.0,200,5.707918
-200.0,200,5.789428
-200.0,200,5.873883
-200.0,200,5.957645
-200.0,200,6.070164
-200.0,200,6.144793
-200.0,200,6.218672
-200.0,200,6.29271
-200.0,200,6.372326
