#{"t_start": 1748827464.9018261, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.007448
-200.0,200,0.013
-200.0,200,0.018689
-200.0,200,0.024235
-200.0,200,0.029883
-200.0,200,0.101061
-200.0,200,0.171342
-200.0,200,0.241622
-200.0,200,0.3113
-200.0,200,0.38096
-200.0,200,0.451525
-200.0,200,0.522277
-200.0,200,0.592082
-200.0,200,0.662432
-200.0,200,0.733454
-200.0,200,0.803767
-200.0,200,0.87459
-200.0,200,0.944758
-200.0,200,1.015273
-200.0,200,1.087315
-200.0,200,1.15885
-200.0,200,1.230731
-200.0,200,1.301873
-200.0,200,1.373131
-200.0,200,1.44484
-200.0,200,1.516186
-200.0,200,1.587521
-200.0,200,1.658938
-200.0,200,1.729954
-200.0,200,1.800908
-200.0,200,1.87211
-200.0,200,1.942888
-200.0,200,2.014024
-200.0,200,2.08533
-200.0,200,2.156923
-200.0,200,2.228449
-200.0,200,2.299578
-200.0,200,2.371594
-200.0,200,2.442867
-200.0,200,2.514517
-200.0,200,2.586498
-200.0,200,2.658882
-200.0,200,2.730675
-200.0,200,2.803486
-200.0,200,2.875871
-200.0,200,2.94821
-200.0,200,3.020553
-200.0,200,3.093126
-200.0,200,3.165507
-200.0,200,3.23927
-200.0,200,3.312417
-200.0,200,3.385126
-200.0,200,3.47008
-200.0,200,3.543676
-200.0,200,3.615895
-200.0,200,3.68866
-200.0,200,3.761009
-200.0,200,3.834214
-200.0,200,3.906722
-200.0,200,3.979473
-200.0,200,4.052776
-200.0,200,4.126124
-200.0,200,4.199392
-200.0,200,4.27318
-200.0,200,4.347441
-200.0,200,4.420575
-200.0,200,4.493613
-200.0,200,4.567179
-200.0,200,4.640704
-200.0,200,4.714142
-200.0,200,4.78724
-200.0,200,4.861114
-200.0,200,4.934967
-200.0,200,5.008171
-200.0,200,5.081967
-200.0,200,5.155483
-200.0,200,5.22863
-200.0,200,5.301677
-200.0,200,5.376594
-200.0,200,5.450712
-200.0,200,5.524275
-200.0,200,5.597784
-200.0,200,5.673692
-200.0,200,5.780878
-200.0,200,5.907819
-200.0,200,5.990896
-200.0,200,6.071715
-200.0,200,6.152323
-200.0,200,6.262075
-200.0,200,6.337953
-200.0,200,6.412684
-200.0,200,6.486869
-200.0,200,6.561406
-200.0,200,6.635433
-200.0,200,6.709772
-200.0,200,6.784239
-200.0,200,6.85796
-200.0,200,6.932448
-200.0,200,7.006793
-200.0,200,7.081233
-200.0,200,7.156079
-200.0,200,7.230194
-200.0,200,7.305207
-200.0,200,7.379375
-200.0,200,7.45506
-200.0,200,7.530326
-200.0,200,7.604903
-200.0,200,7.679686
-200.0,200,7.754474
-200.0,200,7.82906
-200.0,200,7.90438
-200.0,200,7.979076
-200.0,200,8.053987
-200.0,200,8.128759
-200.0,200,8.203673
-200.0,200,8.279034
-200.0,200,8.354117
-200.0,200,8.429502
-200.0,200,8.504993
-200.0,200,8.580627
-200.0,200,8.656306
-200.0,200,8.732175
-200.0,200,8.807961
-200.0,200,8.88417
-200.0,200,8.95966
-200.0,200,9.035762
-200.0,200,9.111501
-200.0,200,9.18687
-200.0,200,9.262387
-200.0,200,9.337885
-200.0,200,9.413398
-200.0,200,9.489305
-200.0,200,9.565373
-200.0,200,9.641932
-200.0,200,9.718059
-200.0,200,9.794028
-200.0,200,9.870113
-200.0,200,9.947087
-200.0,200,10.022955
-200.0,200,10.098793
-200.0,200,10.175084
-200.0,200,10.25135
-200.0,200,10.327569
-200.0,200,10.412153
-200.0,200,10.520093
-200.0,200,10.613749
-200.0,200,10.695952
-200.0,200,10.778559
-200.0,200,10.861857
-200.0,200,10.963494
-200.0,200,11.04075
-200.0,200,11.117387
-200.0,200,11.195011
-200.0,200,11.272121
-200.0,200,11.349004
-200.0,200,11.425885
-200.0,200,11.505061
-200.0,200,11.587815
-200.0,200,11.664327
-200.0,200,11.741886
-200.0,200,11.818807
-200.0,200,11.89541
-200.0,200,11.971945
-200.0,200,12.048454
-200.0,200,12.125087
-200.0,200,12.20171
-200.0,200,12.278124
-200.0,200,12.354746
-200.0,200,12.431153
-200.0,200,12.507516
-200.0,200,12.584333
-200.0,200,12.660767
-200.0,200,12.737468
-200.0,200,12.813962
-200.0,200,12.890455
-200.0,200,12.967038
-200.0,200,13.043382
-200.0,200,13.120231
-200.0,200,13.196565
-200.0,200,13.272988
-200.0,200,13.34967
-200.0,200,13.426106
-200.0,200,13.502746
-200.0,200,13.579132
-200.0,200,13.655876
-200.0,200,13.732536
-200.0,200,13.809405
-200.0,200,13.887955
-200.0,200,13.96506
-200.0,200,14.042304
-200.0,200,14.119669
-200.0,200,14.196702
-200.0,200,14.27393
-200.0,200,14.350954
-200.0,200,14.42778
-200.0,200,14.504509
-200.0,200,14.581101
-200.0,200,14.658073
-200.0,200,14.734618
-200.0,200,14.811021
-200.0,200,14.887701
-200.0,200,14.964088
-200.0,200,15.040698
-200.0,200,15.117277
-200.0,200,15.193801
-200.0,200,15.27074
-200.0,200,15.347281
-200.0,200,15.423837
-200.0,200,15.500338
-200.0,200,15.576925
-200.0,200,15.653811
-200.0,200,15.730145
-200.0,200,15.806733
-200.0,200,15.883489
-200.0,200,15.960379
-200.0,200,16.037741
-200.0,200,16.114566
-200.0,200,16.191501
-200.0,200,16.268282
-200.0,200,16.344984
-200.0,200,16.421876
-200.0,200,16.498401
-200.0,200,16.575325
-200.0,200,16.652096
-200.0,200,16.72865
-200.0,200,16.805329
-200.0,200,16.881892
-200.0,200,16.958607
-200.0,200,17.035291
-200.0,200,17.112055
-200.0,200,17.18919
-200.0,200,17.265999
-200.0,200,17.343393
-200.0,200,17.420315
-200.0,200,17.497402
-200.0,200,17.574931
-200.0,200,17.652237
-200.0,200,17.72958
-200.0,200,17.806425
-200.0,200,17.883101
-200.0,200,17.959996
-200.0,200,18.036528
-200.0,200,18.114561
-200.0,200,18.19176
-200.0,200,18.268422
-200.0,200,18.345438
-200.0,200,18.422015
-200.0,200,18.498696
-200.0,200,18.575471
-200.0,200,18.652164
-200.0,200,18.728988
-200.0,200,18.8055
-200.0,200,18.882419
-200.0,200,18.959161
-200.0,200,19.035877
-200.0,200,19.112791
-200.0,200,19.189725
-200.0,200,19.266568
-200.0,200,19.343231
-200.0,200,19.419992
-200.0,200,19.496693
-200.0,200,19.573411
-200.0,200,19.650369
-200.0,200,19.727147
-200.0,200,19.803697
-200.0,200,19.880677
-200.0,200,19.957471
-200.0,200,20.034558
-200.0,200,20.11146
-200.0,200,20.188124
-200.0,200,20.266683
-200.0,200,20.34324
-200.0,200,20.419955
-200.0,200,20.496402
-200.0,200,20.573051
-200.0,200,20.649803
-200.0,200,20.726154
-200.0,200,20.802508
-200.0,200,20.878882
-200.0,200,20.955234
-200.0,200,21.031514
-200.0,200,21.107555
-200.0,200,21.184024
-200.0,200,21.260417
-200.0,200,21.337204
-200.0,200,21.414456
-200.0,200,21.491591
-200.0,200,21.568769
-189.0,189,21.641512
-200.0,200,21.718586
-200.0,200,21.795725
-200.0,200,21.872883
-200.0,200,21.949754
-200.0,200,22.026209
-200.0,200,22.102651
-200.0,200,22.179462
-200.0,200,22.256058
-200.0,200,22.332525
-200.0,200,22.41051
-200.0,200,22.487108
-200.0,200,22.563956
-200.0,200,22.640501
-200.0,200,22.717236
-200.0,200,22.793697
-200.0,200,22.870123
-200.0,200,22.94687
-200.0,200,23.02798
-200.0,200,23.110561
-200.0,200,23.192722
-200.0,200,23.276438
-200.0,200,23.360141
-200.0,200,23.443054
-200.0,200,23.522518
-200.0,200,23.600128
-200.0,200,23.677268
-200.0,200,23.754306
-200.0,200,23.831248
-200.0,200,23.908414
-200.0,200,23.985253
-200.0,200,24.062133
-200.0,200,24.138903
-200.0,200,24.215922
-200.0,200,24.293276
-200.0,200,24.370074
-200.0,200,24.447001
-200.0,200,24.525231
-200.0,200,24.602016
-200.0,200,24.67918
-200.0,200,24.755781
-200.0,200,24.832454
-200.0,200,24.909545
-200.0,200,24.986186
-200.0,200,25.063279
-200.0,200,25.139959
-200.0,200,25.216664
-200.0,200,25.29371
-200.0,200,25.370376
-200.0,200,25.447376
-200.0,200,25.52427
-200.0,200,25.600938
-200.0,200,25.678074
-200.0,200,25.754808
-200.0,200,25.831626
-200.0,200,25.908216
-200.0,200,25.985078
-200.0,200,26.06202
-200.0,200,26.138893
-200.0,200,26.217314
-200.0,200,26.294748
-200.0,200,26.371593
-200.0,200,26.448531
-200.0,200,26.525666
-200.0,200,26.60455
-200.0,200,26.682715
-200.0,200,26.76019
-200.0,200,26.837831
-200.0,200,26.915218
-200.0,200,26.992679
-200.0,200,27.070108
-200.0,200,27.147324
-200.0,200,27.224792
-200.0,200,27.301853
-200.0,200,27.37879
-200.0,200,27.456096
-200.0,200,27.536715
-200.0,200,27.622673
-200.0,200,27.700828
