#{"t_start": 1748825698.965971, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.007393
-200.0,200,0.013068
-200.0,200,0.019014
-200.0,200,0.024555
-200.0,200,0.030159
-200.0,200,0.108081
-200.0,200,0.177993
-200.0,200,0.248483
-200.0,200,0.318548
-200.0,200,0.388549
-200.0,200,0.459594
-200.0,200,0.530478
-200.0,200,0.601425
-200.0,200,0.671761
-200.0,200,0.742187
-200.0,200,0.812534
-200.0,200,0.882887
-200.0,200,0.953485
-200.0,200,1.023534
-200.0,200,1.093832
-200.0,200,1.164531
-200.0,200,1.235476
-200.0,200,1.306068
-200.0,200,1.376848
-200.0,200,1.448236
-200.0,200,1.519538
-200.0,200,1.590689
-200.0,200,1.661867
-200.0,200,1.732502
-200.0,200,1.803694
-200.0,200,1.874919
-200.0,200,1.945816
-200.0,200,2.017356
-200.0,200,2.088731
-200.0,200,2.160633
-200.0,200,2.232385
-200.0,200,2.303714
-200.0,200,2.3758
-200.0,200,2.670764
-200.0,200,2.74382
-200.0,200,2.817136
-200.0,200,2.890195
-200.0,200,2.969332
-200.0,200,3.051983
-200.0,200,3.125578
-200.0,200,3.200614
-200.0,200,3.274323
-200.0,200,3.346679
-200.0,200,3.418538
-200.0,200,3.490093
-200.0,200,3.562977
-200.0,200,3.635591
-200.0,200,3.708001
-200.0,200,3.780576
-200.0,200,3.853703
-200.0,200,3.926732
-200.0,200,3.999708
-200.0,200,4.072867
-200.0,200,4.145024
-200.0,200,4.216797
-200.0,200,4.289153
-200.0,200,4.361879
-200.0,200,4.434759
-200.0,200,4.507225
-200.0,200,4.580133
-200.0,200,4.653458
-200.0,200,4.726132
-200.0,200,4.800684
-200.0,200,4.87331
-200.0,200,4.945743
-200.0,200,5.018928
-200.0,200,5.091466
-200.0,200,5.164462
-200.0,200,5.237729
-200.0,200,5.311719
-200.0,200,5.385507
-200.0,200,5.45849
-200.0,200,5.537456
-200.0,200,5.670329
-200.0,200,5.790968
-200.0,200,5.872827
-200.0,200,5.954428
-200.0,200,6.032152
-200.0,200,6.110408
-200.0,200,6.212166
-200.0,200,6.286815
-200.0,200,6.360787
-200.0,200,6.468774
-200.0,200,6.543419
-200.0,200,6.617931
-200.0,200,6.692145
-200.0,200,6.766107
-200.0,200,6.840728
-200.0,200,6.916434
-200.0,200,6.990846
-200.0,200,7.065371
-200.0,200,7.140613
-200.0,200,7.215476
-200.0,200,7.290243
-200.0,200,7.36466
-200.0,200,7.439571
-200.0,200,7.514039
-200.0,200,7.58995
-200.0,200,7.665183
-200.0,200,7.740063
-200.0,200,7.815443
-200.0,200,7.890465
-200.0,200,7.965725
-200.0,200,8.041081
-200.0,200,8.116763
-200.0,200,8.192182
-200.0,200,8.267387
-200.0,200,8.342788
-200.0,200,8.420661
-200.0,200,8.500895
-200.0,200,8.58506
-200.0,200,8.661758
-200.0,200,8.739411
-200.0,200,8.815208
-200.0,200,8.891061
-200.0,200,8.967081
-200.0,200,9.044454
-200.0,200,9.120703
-200.0,200,9.196023
-200.0,200,9.271357
-200.0,200,9.347723
-200.0,200,9.423235
-200.0,200,9.4989
-200.0,200,9.574535
-200.0,200,9.649981
-200.0,200,9.725999
-200.0,200,9.801665
-200.0,200,9.877713
-200.0,200,9.954863
-200.0,200,10.040168
-200.0,200,10.142439
-200.0,200,10.234723
-200.0,200,10.317888
-200.0,200,10.40085
-200.0,200,10.507073
-200.0,200,10.58742
-200.0,200,10.66483
-200.0,200,10.741254
-200.0,200,10.817342
-200.0,200,10.893282
-200.0,200,10.969799
-200.0,200,11.046302
-200.0,200,11.123626
-200.0,200,11.20133
-200.0,200,11.27781
-200.0,200,11.354546
-200.0,200,11.430961
-200.0,200,11.50732
-200.0,200,11.583762
-200.0,200,11.660286
-200.0,200,11.736979
-200.0,200,11.813976
-200.0,200,11.890647
-200.0,200,11.967196
-200.0,200,12.044012
-200.0,200,12.120775
-200.0,200,12.19795
-200.0,200,12.278154
-200.0,200,12.363939
-200.0,200,12.445749
-200.0,200,12.525639
-200.0,200,12.603899
-200.0,200,12.681873
-200.0,200,12.759342
-200.0,200,12.836538
-200.0,200,12.913501
-200.0,200,12.990382
-200.0,200,13.067045
-200.0,200,13.143793
-200.0,200,13.220445
-200.0,200,13.298364
-200.0,200,13.375299
-200.0,200,13.452145
-200.0,200,13.528786
-200.0,200,13.605442
-200.0,200,13.682337
-200.0,200,13.759015
-200.0,200,13.835875
-200.0,200,13.912509
-200.0,200,13.989249
-200.0,200,14.066132
-200.0,200,14.142757
-200.0,200,14.219854
-200.0,200,14.29666
-200.0,200,14.373405
-200.0,200,14.450346
-200.0,200,14.527547
-200.0,200,14.604521
-200.0,200,14.681032
-200.0,200,14.757712
-200.0,200,14.834298
-200.0,200,14.911094
-200.0,200,14.988101
-200.0,200,15.064893
-200.0,200,15.141228
-200.0,200,15.218387
-200.0,200,15.295024
-200.0,200,15.371809
-200.0,200,15.449873
-200.0,200,15.526898
-200.0,200,15.604005
-200.0,200,15.690191
-200.0,200,15.790866
-200.0,200,15.888624
-200.0,200,15.971996
-200.0,200,16.054688
-200.0,200,16.147447
-200.0,200,16.235045
-200.0,200,16.312377
-200.0,200,16.389528
-200.0,200,16.46683
-200.0,200,16.543647
-200.0,200,16.620842
-200.0,200,16.697638
-200.0,200,16.774518
-200.0,200,16.851812
-200.0,200,16.928608
-200.0,200,17.005168
-200.0,200,17.081456
-200.0,200,17.157766
-200.0,200,17.234531
-200.0,200,17.310973
-200.0,200,17.388022
-200.0,200,17.464523
-200.0,200,17.542127
-200.0,200,17.619717
-200.0,200,17.696438
-200.0,200,17.772981
-200.0,200,17.849827
-200.0,200,17.926275
-200.0,200,18.003106
-200.0,200,18.079711
-200.0,200,18.156432
-200.0,200,18.232971
-200.0,200,18.3093
-200.0,200,18.386343
-200.0,200,18.463016
-200.0,200,18.539653
-200.0,200,18.616118
-200.0,200,18.692612
-200.0,200,18.769189
-200.0,200,18.845796
-200.0,200,18.922704
-200.0,200,18.999391
-200.0,200,19.075863
-200.0,200,19.15246
-200.0,200,19.22878
-200.0,200,19.305299
-200.0,200,19.381837
-200.0,200,19.460515
-200.0,200,19.542403
-200.0,200,19.627262
-200.0,200,19.707933
-200.0,200,19.788381
-200.0,200,19.865662
-200.0,200,19.942871
-200.0,200,20.019934
-200.0,200,20.09694
-200.0,200,20.173439
-200.0,200,20.250404
-200.0,200,20.327115
-200.0,200,20.403507
-200.0,200,20.479958
-200.0,200,20.556768
-200.0,200,20.633206
-200.0,200,20.709978
-200.0,200,20.786414
-200.0,200,20.86307
-200.0,200,20.939399
-200.0,200,21.015775
-200.0,200,21.092131
-200.0,200,21.168531
-200.0,200,21.245257
-200.0,200,21.321495
-200.0,200,21.397788
-200.0,200,21.473976
-200.0,200,21.550225
-200.0,200,21.626273
-200.0,200,21.702092
-200.0,200,21.779871
-200.0,200,21.857037
-200.0,200,21.934942
-200.0,200,22.012187
-200.0,200,22.08935
-200.0,200,22.166685
-200.0,200,22.243626
-200.0,200,22.319776
-200.0,200,22.396534
-200.0,200,22.473461
-200.0,200,22.550358
-200.0,200,22.627254
-200.0,200,22.703602
-200.0,200,22.780261
-200.0,200,22.856974
-200.0,200,22.933395
-200.0,200,23.010103
-200.0,200,23.086822
-200.0,200,23.163497
-200.0,200,23.239915
-200.0,200,23.3169
-200.0,200,23.393931
-200.0,200,23.470785
-200.0,200,23.548008
-200.0,200,23.625105
-200.0,200,23.702181
-200.0,200,23.779119
-200.0,200,23.856168
-200.0,200,23.93404
-200.0,200,24.011053
-200.0,200,24.087657
-200.0,200,24.164575
-200.0,200,24.241165
-200.0,200,24.317702
-200.0,200,24.394241
-200.0,200,24.470606
-200.0,200,24.54735
-200.0,200,24.624183
-200.0,200,24.700752
-200.0,200,24.777459
-200.0,200,24.854197
-200.0,200,24.931051
-200.0,200,25.007625
-200.0,200,25.084409
-200.0,200,25.161012
-200.0,200,25.237266
-200.0,200,25.314686
-200.0,200,25.39651
-200.0,200,25.483526
-200.0,200,25.562706
-200.0,200,25.640801
-200.0,200,25.71826
-200.0,200,25.79512
-200.0,200,25.871717
-200.0,200,25.948473
-200.0,200,26.025886
-200.0,200,26.103055
-200.0,200,26.179834
-200.0,200,26.256846
-200.0,200,26.335815
-200.0,200,26.453881
-200.0,200,26.571959
-200.0,200,26.656205
-200.0,200,26.740125
-200.0,200,26.823252
-200.0,200,26.922075
-200.0,200,26.99939
-200.0,200,27.076122
-200.0,200,27.153116
-200.0,200,27.229791
-200.0,200,27.306221
-200.0,200,27.383206
-200.0,200,27.459976
-200.0,200,27.536441
-200.0,200,27.617806
-200.0,200,27.695063
-200.0,200,27.771973
-200.0,200,27.848526
-200.0,200,27.925262
-200.0,200,28.001836
-200.0,200,28.078271
-200.0,200,28.155498
-200.0,200,28.23289
-200.0,200,28.310015
-200.0,200,28.386777
-200.0,200,28.463573
-200.0,200,28.540408
-200.0,200,28.617024
-200.0,200,28.693757
-200.0,200,28.774489
-200.0,200,28.861361
-200.0,200,28.940032
-200.0,200,29.017938
-200.0,200,29.095319
-200.0,200,29.171937
-200.0,200,29.248571
-200.0,200,29.32523
-200.0,200,29.40183
-200.0,200,29.47834
-200.0,200,29.554846
-200.0,200,29.63151
-200.0,200,29.708102
-200.0,200,29.784635
-200.0,200,29.861551
-200.0,200,29.937869
-200.0,200,30.014564
-200.0,200,30.092579
-200.0,200,30.169509
-200.0,200,30.246651
-200.0,200,30.324602
-200.0,200,30.401416
-200.0,200,30.478276
-200.0,200,30.555345
-200.0,200,30.632196
-200.0,200,30.708961
-200.0,200,30.785411
-200.0,200,30.862131
-200.0,200,30.938537
-200.0,200,31.015209
-200.0,200,31.091558
-200.0,200,31.167799
-200.0,200,31.245448
-200.0,200,31.328179
-200.0,200,31.410575
-200.0,200,31.494763
-200.0,200,31.571783
-200.0,200,31.648979
-200.0,200,31.725608
-200.0,200,31.802343
-200.0,200,31.878906
-200.0,200,31.955342
-200.0,200,32.031811
-200.0,200,32.107693
-200.0,200,32.184352
-200.0,200,32.260953
-200.0,200,32.337166
-200.0,200,32.415858
-200.0,200,32.492944
-200.0,200,32.570002
-200.0,200,32.647003
-200.0,200,32.723772
-200.0,200,32.801589
-200.0,200,32.878308
-200.0,200,32.955441
-200.0,200,33.032346
-200.0,200,33.112668
-200.0,200,33.20308
-200.0,200,33.281536
-200.0,200,33.359814
-200.0,200,33.437272
-200.0,200,33.515648
-200.0,200,33.592923
-200.0,200,33.669438
-200.0,200,33.746102
-200.0,200,33.822768
-200.0,200,33.899175
-200.0,200,33.97601
-200.0,200,34.052534
-200.0,200,34.129132
-200.0,200,34.205544
-200.0,200,34.282046
-200.0,200,34.358844
-200.0,200,34.435414
