#{"t_start": 1748826174.243562, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.007406
-200.0,200,0.012915
-200.0,200,0.018724
-200.0,200,0.024206
-200.0,200,0.029683
-200.0,200,0.104973
-200.0,200,0.175043
-200.0,200,0.245362
-200.0,200,0.316905
-200.0,200,0.387784
-200.0,200,0.458163
-200.0,200,0.528596
-200.0,200,0.599147
-200.0,200,0.669414
-200.0,200,0.740602
-200.0,200,0.8121
-200.0,200,0.881849
-200.0,200,0.951994
-200.0,200,1.023313
-200.0,200,1.093526
-200.0,200,1.164195
-200.0,200,1.234824
-200.0,200,1.305217
-200.0,200,1.375788
-200.0,200,1.446364
-200.0,200,1.517046
-200.0,200,1.587506
-200.0,200,1.658393
-200.0,200,1.729617
-200.0,200,1.804538
-200.0,200,1.877601
-200.0,200,1.94889
-200.0,200,2.020149
-200.0,200,2.091165
-200.0,200,2.162032
-200.0,200,2.233006
-200.0,200,2.303734
-200.0,200,2.374379
-200.0,200,2.445252
-200.0,200,2.516635
-200.0,200,2.588448
-200.0,200,2.659391
-200.0,200,2.730621
-200.0,200,2.801709
-200.0,200,2.873197
-200.0,200,2.944587
-200.0,200,3.016039
-200.0,200,3.08734
-200.0,200,3.159519
-200.0,200,3.233288
-200.0,200,3.311314
-200.0,200,3.382839
-200.0,200,3.454801
-200.0,200,3.526442
-200.0,200,3.598139
-200.0,200,3.669646
-200.0,200,3.741012
-200.0,200,3.813069
-200.0,200,3.884858
-200.0,200,3.957884
-200.0,200,4.030391
-200.0,200,4.104646
-200.0,200,4.178792
-200.0,200,4.251805
-200.0,200,4.324229
-200.0,200,4.39708
-200.0,200,4.46983
-200.0,200,4.54308
-200.0,200,4.615612
-200.0,200,4.688176
-200.0,200,4.760656
-200.0,200,4.833325
-200.0,200,4.905564
-200.0,200,4.977984
-200.0,200,5.050464
-200.0,200,5.122883
-200.0,200,5.195222
-200.0,200,5.268462
-200.0,200,5.341223
-200.0,200,5.413863
-200.0,200,5.486591
-200.0,200,5.559264
-200.0,200,5.632494
-200.0,200,5.70501
-200.0,200,5.778545
-200.0,200,5.851529
-200.0,200,5.924565
-200.0,200,6.00431
-200.0,200,6.112658
-200.0,200,6.197934
-200.0,200,6.279227
-200.0,200,6.357073
-200.0,200,6.437434
-200.0,200,6.546398
-200.0,200,6.621983
-200.0,200,6.696192
-200.0,200,6.770531
-200.0,200,6.845613
-200.0,200,6.919489
-200.0,200,6.994183
-200.0,200,7.072583
-200.0,200,7.379659
-200.0,200,7.479552
-200.0,200,7.564203
-200.0,200,7.643293
-200.0,200,7.736906
-200.0,200,7.812484
-200.0,200,7.887716
-200.0,200,7.96215
-200.0,200,8.036616
-200.0,200,8.110921
-200.0,200,8.188839
-200.0,200,8.264097
-200.0,200,8.338309
-200.0,200,8.412579
-200.0,200,8.487321
-200.0,200,8.561705
-200.0,200,8.637029
-200.0,200,8.711466
-200.0,200,8.786442
-200.0,200,8.861971
-200.0,200,8.937226
-200.0,200,9.012628
-200.0,200,9.088008
-200.0,200,9.163693
-200.0,200,9.239829
-200.0,200,9.315417
-200.0,200,9.391227
-200.0,200,9.466779
-200.0,200,9.541681
-200.0,200,9.617123
-200.0,200,9.69227
-200.0,200,9.768185
-200.0,200,9.843707
-200.0,200,9.918953
-200.0,200,9.994482
-200.0,200,10.070275
-200.0,200,10.146004
-200.0,200,10.221398
-200.0,200,10.298852
-200.0,200,10.375392
-200.0,200,10.451139
-200.0,200,10.526944
-200.0,200,10.638993
-200.0,200,10.786285
-200.0,200,10.882118
-200.0,200,10.966464
-200.0,200,11.051809
-200.0,200,11.157028
-200.0,200,11.236643
-200.0,200,11.315464
-200.0,200,11.393446
-200.0,200,11.470153
-200.0,200,11.54615
-200.0,200,11.622691
-200.0,200,11.699092
-200.0,200,11.775234
-200.0,200,11.853128
-200.0,200,11.930035
-200.0,200,12.006168
-200.0,200,12.082469
-200.0,200,12.158401
-200.0,200,12.234525
-200.0,200,12.310374
-200.0,200,12.389097
-200.0,200,12.469857
-200.0,200,12.5473
-200.0,200,12.623995
-200.0,200,12.700136
-200.0,200,12.776403
-200.0,200,12.852688
-200.0,200,12.928818
-200.0,200,13.005525
-200.0,200,13.08153
-200.0,200,13.157775
-200.0,200,13.235946
-200.0,200,13.317217
-200.0,200,13.404393
-200.0,200,13.482771
-200.0,200,13.560276
-200.0,200,13.636641
-200.0,200,13.712493
-200.0,200,13.788615
-200.0,200,13.864372
-200.0,200,13.940285
-200.0,200,14.021484
-200.0,200,14.099767
-200.0,200,14.177424
-200.0,200,14.2537
-200.0,200,14.330086
-200.0,200,14.406724
-200.0,200,14.482987
-200.0,200,14.560637
-200.0,200,14.63735
-200.0,200,14.713687
-200.0,200,14.79024
-200.0,200,14.86658
-200.0,200,14.943125
-200.0,200,15.019051
-200.0,200,15.094982
-200.0,200,15.171118
-200.0,200,15.247049
-200.0,200,15.322838
-200.0,200,15.398815
-200.0,200,15.474688
-200.0,200,15.55042
-200.0,200,15.626514
-200.0,200,15.702622
-200.0,200,15.778375
-200.0,200,15.854268
-200.0,200,15.930197
-200.0,200,16.006165
-200.0,200,16.082223
-200.0,200,16.166781
-200.0,200,16.264298
-200.0,200,16.367246
-200.0,200,16.450017
-200.0,200,16.53317
-200.0,200,16.624729
-200.0,200,16.709069
-200.0,200,16.786054
-200.0,200,16.862848
-200.0,200,16.939236
-200.0,200,17.015209
-200.0,200,17.090815
-200.0,200,17.167135
-200.0,200,17.243314
-200.0,200,17.319347
-200.0,200,17.395381
-200.0,200,17.471118
-200.0,200,17.5475
-200.0,200,17.623583
-200.0,200,17.699541
-200.0,200,17.775353
-200.0,200,17.850816
-200.0,200,17.927668
-200.0,200,18.004529
-200.0,200,18.080999
-200.0,200,18.157048
-200.0,200,18.233691
-200.0,200,18.31014
-200.0,200,18.386184
-200.0,200,18.46226
-200.0,200,18.538244
-200.0,200,18.614933
-200.0,200,18.691632
-200.0,200,18.768601
-200.0,200,18.847026
-200.0,200,18.924097
-200.0,200,19.000656
-200.0,200,19.077661
-200.0,200,19.154278
-200.0,200,19.230932
-200.0,200,19.30705
-200.0,200,19.383317
-200.0,200,19.459721
-200.0,200,19.535902
-200.0,200,19.612283
-200.0,200,19.688107
-200.0,200,19.764302
-200.0,200,19.840606
-200.0,200,19.916377
-200.0,200,19.99263
-200.0,200,20.069005
-200.0,200,20.145217
-200.0,200,20.221408
-200.0,200,20.297397
-200.0,200,20.376296
-200.0,200,20.462509
-200.0,200,20.540219
-200.0,200,20.617602
-200.0,200,20.694123
-200.0,200,20.770705
-200.0,200,20.846985
-199.0,199,20.923073
-200.0,200,21.000043
-200.0,200,21.076138
-200.0,200,21.152408
-200.0,200,21.228652
-200.0,200,21.304783
-200.0,200,21.380983
-200.0,200,21.458178
-200.0,200,21.534373
-200.0,200,21.610363
-200.0,200,21.686511
-200.0,200,21.763286
-200.0,200,21.83925
-200.0,200,21.915502
-200.0,200,21.991605
-200.0,200,22.069752
-200.0,200,22.147088
-200.0,200,22.223343
-200.0,200,22.299891
-200.0,200,22.37673
-200.0,200,22.453225
-200.0,200,22.530216
-200.0,200,22.607013
-200.0,200,22.683854
-200.0,200,22.760457
-200.0,200,22.837283
-200.0,200,22.914189
-200.0,200,22.990352
-200.0,200,23.067994
-200.0,200,23.144408
-200.0,200,23.220432
-200.0,200,23.296754
-200.0,200,23.372962
-200.0,200,23.449486
-200.0,200,23.525815
-200.0,200,23.602676
-200.0,200,23.67971
-200.0,200,23.755762
-200.0,200,23.831987
-200.0,200,23.90814
-200.0,200,23.984513
-200.0,200,24.060926
-200.0,200,24.13726
-200.0,200,24.213487
-200.0,200,24.290178
-200.0,200,24.366403
-180.0,180,24.43517
-200.0,200,24.510929
-200.0,200,24.587241
-200.0,200,24.663186
-200.0,200,24.739382
-200.0,200,24.81552
-200.0,200,24.891242
-200.0,200,24.967378
-200.0,200,25.043217
-200.0,200,25.119084
-200.0,200,25.196613
-200.0,200,25.273425
-200.0,200,25.349838
-200.0,200,25.426262
-200.0,200,25.502586
-200.0,200,25.579264
-200.0,200,25.655727
-200.0,200,25.732321
-200.0,200,25.808952
-200.0,200,25.886235
-200.0,200,25.973896
-200.0,200,26.09999
-200.0,200,26.192444
-200.0,200,26.275275
-200.0,200,26.358478
-200.0,200,26.46475
-200.0,200,26.542372
-200.0,200,26.61969
-200.0,200,26.696128
-200.0,200,26.772628
-200.0,200,26.849757
-200.0,200,26.925945
-200.0,200,27.002171
-200.0,200,27.078319
-200.0,200,27.154327
-200.0,200,27.230472
-200.0,200,27.306629
-200.0,200,27.384115
-200.0,200,27.460337
-200.0,200,27.536612
-200.0,200,27.613098
-194.0,194,27.68684
-191.0,191,27.759906
-200.0,200,27.835966
-200.0,200,27.912017
-200.0,200,27.988515
-200.0,200,28.06454
-200.0,200,28.141029
-165.0,165,28.203814
-200.0,200,28.279911
-200.0,200,28.356255
-200.0,200,28.434865
-200.0,200,28.512022
-200.0,200,28.588147
-173.0,173,28.653842
-200.0,200,28.729998
-200.0,200,28.805885
-200.0,200,28.882178
-200.0,200,28.958121
-200.0,200,29.034118
-161.0,161,29.095431
-160.0,160,29.156239
-200.0,200,29.232535
-200.0,200,29.309279
-200.0,200,29.385664
-200.0,200,29.463614
-200.0,200,29.540678
-199.0,199,29.616742
-152.0,152,29.675329
-194.0,194,29.749861
-153.0,153,29.808686
-154.0,154,29.867615
-155.0,155,29.926542
-193.0,193,30.00002
-170.0,170,30.064829
-165.0,165,30.127361
-163.0,163,30.189212
-200.0,200,30.265597
-159.0,159,30.32621
-161.0,161,30.387478
-200.0,200,30.463798
-181.0,181,30.532422
-154.0,154,30.591656
-200.0,200,30.668051
-196.0,196,30.742687
-162.0,162,30.804589
-192.0,192,30.877571
-92.0,92,30.912729
-162.0,162,30.974423
-200.0,200,31.050556
-149.0,149,31.107427
-181.0,181,31.176603
-200.0,200,31.25252
-97.0,97,31.289484
-163.0,163,31.351601
-181.0,181,31.420867
-200.0,200,31.49697
-99.0,99,31.534876
-169.0,169,31.600153
-161.0,161,31.661853
-150.0,150,31.723458
-113.0,113,31.76806
-88.0,88,31.802573
-200.0,200,31.880884
-89.0,89,31.915098
-154.0,154,31.973937
-163.0,163,32.035881
-200.0,200,32.111772
-95.0,95,32.148087
-157.0,157,32.207674
-103.0,103,32.246883
-200.0,200,32.322632
-89.0,89,32.361661
-144.0,144,32.419631
-167.0,167,32.493341
-92.0,92,32.529378
-106.0,106,32.570987
-160.0,160,32.634377
-164.0,164,32.699118
-200.0,200,32.776267
-95.0,95,32.812721
-200.0,200,32.888866
-149.0,149,32.946062
-89.0,89,32.979929
-156.0,156,33.041119
-104.0,104,33.080733
-200.0,200,33.156831
-145.0,145,33.212171
-181.0,181,33.280876
-145.0,145,33.336449
-147.0,147,33.393403
-142.0,142,33.447934
-200.0,200,33.52448
-156.0,156,33.584434
-97.0,97,33.621659
-168.0,168,33.685657
-150.0,150,33.74466
-166.0,166,33.808324
-160.0,160,33.869352
-197.0,197,33.944933
-162.0,162,34.006496
-140.0,140,34.059525
-154.0,154,34.118337
-178.0,178,34.186236
-160.0,160,34.247022
-146.0,146,34.302652
-140.0,140,34.356001
-87.0,87,34.389213
-167.0,167,34.452677
-141.0,141,34.506462
-150.0,150,34.563604
-154.0,154,34.622122
-142.0,142,34.676329
-91.0,91,34.71098
-141.0,141,34.764584
-151.0,151,34.824371
-89.0,89,34.858471
-172.0,172,34.923396
-141.0,141,34.977204
-102.0,102,35.016065
-148.0,148,35.072712
-93.0,93,35.108073
-183.0,183,35.177561
-146.0,146,35.23312
-147.0,147,35.288761
-145.0,145,35.344002
-188.0,188,35.415699
-140.0,140,35.468867
-142.0,142,35.522802
-111.0,111,35.565021
-200.0,200,35.641419
-179.0,179,35.7095
-144.0,144,35.764285
-158.0,158,35.824407
-146.0,146,35.881222
-179.0,179,35.949506
-146.0,146,36.006845
-153.0,153,36.065099
-141.0,141,36.118734
-146.0,146,36.174458
-149.0,149,36.231123
-148.0,148,36.287734
